id	text	tag
Alandemel-01_page_1.png	invoice	O
Alandemel-01_page_1.png	MUST	O
Alandemel-01_page_1.png	be	O
Alandemel-01_page_1.png	addressed	O
Alandemel-01_page_1.png	directly	O
Alandemel-01_page_1.png	to	O
Alandemel-01_page_1.png	the	O
Alandemel-01_page_1.png	Landlord:	O
Alandemel-01_page_1.png	Miss	B-PAYMENTBILLINGNAME
Alandemel-01_page_1.png	Claire	I-PAYMENTBILLINGNAME
Alandemel-01_page_1.png	Gina	I-PAYMENTBILLINGNAME
Alandemel-01_page_1.png	Charleton	I-PAYMENTBILLINGNAME
Alandemel-01_page_1.png	C/o	O
Alandemel-01_page_1.png	Bromley	B-PAYMENTCOMPANYNAME
Alandemel-01_page_1.png	ADM	I-PAYMENTCOMPANYNAME
Alandemel-01_page_1.png	and	I-PAYMENTCOMPANYNAME
Alandemel-01_page_1.png	Alan	I-PAYMENTCOMPANYNAME
Alandemel-01_page_1.png	de	I-PAYMENTCOMPANYNAME
Alandemel-01_page_1.png	Maid	I-PAYMENTCOMPANYNAME
Alandemel-01_page_1.png	(Bromley)	I-PAYMENTCOMPANYNAME
Alandemel-01_page_1.png	|	O
Alandemel-01_page_1.png	19	B-PAYMENTBYERADDRESS
Alandemel-01_page_1.png	East	I-PAYMENTBYERADDRESS
Alandemel-01_page_1.png	"Street,"	I-PAYMENTBYERADDRESS
Alandemel-01_page_1.png	Bromley	I-PAYMENTBYERADDRESS
Alandemel-01_page_1.png	Kent	I-PAYMENTBYERADDRESS
Alandemel-01_page_1.png	BR1	I-PAYMENTBYERADDRESS
Alandemel-01_page_1.png	1QE	I-PAYMENTBYERADDRESS
Alandemel-01_page_1.png	_	O
Alandemel-01_page_1.png	PLEASE	O
Alandemel-01_page_1.png	EMAIL	O
Alandemel-01_page_1.png	7	O
Alandemel-01_page_1.png	SEND	O
Alandemel-01_page_1.png	ALL	O
Alandemel-01_page_1.png	INVOICES	O
Alandemel-01_page_1.png	TO	O
Alandemel-01_page_1.png	THE	O
Alandemel-01_page_1.png	OFFICE	O
Alandemel-01_page_1.png	ADDRESS	O
Alandemel-01_page_1.png	BELOW	O
Alandemel-01_page_1.png	OFFICE	O
Alandemel-01_page_1.png	ADDRESS:	O
Alandemel-01_page_1.png	19	O
Alandemel-01_page_1.png	East	O
Alandemel-01_page_1.png	"Street,"	O
Alandemel-01_page_1.png	"Bromley,"	O
Alandemel-01_page_1.png	"Kent,"	O
Alandemel-01_page_1.png	BR1	O
Alandemel-01_page_1.png	1QE	O
Alandemel-01_page_1.png	PHONE:	B-PAYMENTBYERPHONE
Alandemel-01_page_1.png	208	I-PAYMENTBYERPHONE
Alandemel-01_page_1.png	466	I-PAYMENTBYERPHONE
Alandemel-01_page_1.png	7172	I-PAYMENTBYERPHONE
Alandemel-01_page_1.png	FAX:	B-PAYMENTBYERFAX
Alandemel-01_page_1.png	208	I-PAYMENTBYERFAX
Alandemel-01_page_1.png	4666331	I-PAYMENTBYERFAX
Alandemel-01_page_1.png	E-MAIL	B-PAYMENTBYEREMAIL
Alandemel-01_page_1.png	:	I-PAYMENTBYEREMAIL
Alandemel-01_page_1.png	lettings@alandemaid.co.uk	I-PAYMENTBYEREMAIL
Alandemel-02_page_1.png	/‘Nian	O
Alandemel-02_page_1.png	cde	O
Alandemel-02_page_1.png	Miaic	O
Alandemel-02_page_1.png	 	O
Alandemel-02_page_1.png	WORKS	O
Alandemel-02_page_1.png	ORDER	O
Alandemel-02_page_1.png	TO:	O
Alandemel-02_page_1.png	|	O
Alandemel-02_page_1.png	Smarter	O
Alandemel-02_page_1.png	Appliances	O
Alandemel-02_page_1.png	Ltd	O
Alandemel-02_page_1.png	|	O
Alandemel-02_page_1.png	Date:	B-ORDERDATE
Alandemel-02_page_1.png	27/08/2024	I-ORDERDATE
Alandemel-02_page_1.png	Mr	O
Alandemel-02_page_1.png	Stedeford	O
Alandemel-02_page_1.png	Order	B-PAYMENTPONUMBER
Alandemel-02_page_1.png	BROS-16307203	I-PAYMENTPONUMBER
Alandemel-02_page_1.png	136-137	O
Alandemel-02_page_1.png	High	O
Alandemel-02_page_1.png	Street	O
Alandemel-02_page_1.png	Ilfracombe	O
Alandemel-02_page_1.png	Ordered	O
Alandemel-02_page_1.png	By:	O
Alandemel-02_page_1.png	Jeri	O
Alandemel-02_page_1.png	Davison	O
Alandemel-02_page_1.png	(Bromley	O
Alandemel-02_page_1.png	PMC)	O
Alandemel-02_page_1.png	EX34	O
Alandemel-02_page_1.png	9EZ	O
Alandemel-02_page_1.png	Con.Fax:	O
Alandemel-02_page_1.png	Access:	O
Alandemel-02_page_1.png	tenant	O
Alandemel-02_page_1.png	Key	O
Alandemel-02_page_1.png	|	O
Alandemel-02_page_1.png	|	O
Alandemel-02_page_1.png	Return	O
Alandemel-02_page_1.png	Keys	O
Alandemel-02_page_1.png	Please	B-FAULTDETAIL
Alandemel-02_page_1.png	execute	I-FAULTDETAIL
Alandemel-02_page_1.png	the	I-FAULTDETAIL
Alandemel-02_page_1.png	Dishwasher	I-FAULTDETAIL
Alandemel-02_page_1.png	At:	O
Alandemel-02_page_1.png	|	O
Alandemel-02_page_1.png	663048	O
Alandemel-02_page_1.png	|	O
Alandemel-02_page_1.png	Property	O
Alandemel-02_page_1.png	663048	O
Alandemel-02_page_1.png	Flat	O
Alandemel-02_page_1.png	14	O
Alandemel-02_page_1.png	Brompton	O
Alandemel-02_page_1.png	Court	O
Alandemel-02_page_1.png	Tweedy	O
Alandemel-02_page_1.png	Road	O
Alandemel-02_page_1.png	Bromley	O
Alandemel-02_page_1.png	BR1	O
Alandemel-02_page_1.png	3PS	O
Alandemel-02_page_1.png	Contact:	O
Alandemel-02_page_1.png	Tel:	O
Alandemel-02_page_1.png	Contact:	O
Alandemel-02_page_1.png	Mrs	B-SHIPPINGNAME
Alandemel-02_page_1.png	Sakina	I-SHIPPINGNAME
Alandemel-02_page_1.png	Syed	I-SHIPPINGNAME
Alandemel-02_page_1.png	Clayworth	I-SHIPPINGNAME
Alandemel-02_page_1.png	-7941103036	B-SHIPPINGPHONE
Alandemel-02_page_1.png	 	B-INSTRUCTIONNOTES
Alandemel-02_page_1.png	Turned	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	it	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	on	B-INSTRUCTIONNOTES
Alandemel-02_page_1.png	last	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	night	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	but	B-INSTRUCTIONNOTES
Alandemel-02_page_1.png	it	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	stopped	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	the	B-INSTRUCTIONNOTES
Alandemel-02_page_1.png	cycle	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	and	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	after	B-INSTRUCTIONNOTES
Alandemel-02_page_1.png	turning	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	it	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	off	B-INSTRUCTIONNOTES
Alandemel-02_page_1.png	and	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	back	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	on	B-INSTRUCTIONNOTES
Alandemel-02_page_1.png	it	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	will	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	not	B-INSTRUCTIONNOTES
Alandemel-02_page_1.png	start	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	any	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	other	B-INSTRUCTIONNOTES
Alandemel-02_page_1.png	cycles	I-INSTRUCTIONNOTES
Alandemel-02_page_1.png	 	O
Alandemel-02_page_1.png	 	O
Alandemel-02_page_1.png	Stoptap	O
Alandemel-02_page_1.png	Please	O
Alandemel-02_page_1.png	contact	O
Alandemel-02_page_1.png	the	O
Alandemel-02_page_1.png	office	O
Alandemel-02_page_1.png	below	O
Alandemel-02_page_1.png	with	O
Alandemel-02_page_1.png	a	O
Alandemel-02_page_1.png	quotation	O
Alandemel-02_page_1.png	prior	O
Alandemel-02_page_1.png	to	O
Alandemel-02_page_1.png	carrying	O
Alandemel-02_page_1.png	out	O
Alandemel-02_page_1.png	any	O
Alandemel-02_page_1.png	works.	O
Alandemel-02_page_1.png	Required	O
Alandemel-02_page_1.png	By:	O
Alandemel-02_page_1.png	As	O
Alandemel-02_page_1.png	this	O
Alandemel-02_page_1.png	works	O
Alandemel-02_page_1.png	order	O
Alandemel-02_page_1.png	has	O
Alandemel-02_page_1.png	been	O
Alandemel-02_page_1.png	placed	O
Alandemel-02_page_1.png	on	O
Alandemel-02_page_1.png	behalf	O
Alandemel-02_page_1.png	of	O
Alandemel-02_page_1.png	the	O
Alandemel-02_page_1.png	"Landlord,"	O
Alandemel-02_page_1.png	your	O
Alandemel-02_page_1.png	invoice	O
Alandemel-02_page_1.png	MUST	O
Alandemel-02_page_1.png	be	O
Alandemel-02_page_1.png	addressed	O
Alandemel-02_page_1.png	directly	O
Alandemel-02_page_1.png	to	O
Alandemel-02_page_1.png	the	O
Alandemel-02_page_1.png	Landlord:	O
Alandemel-02_page_1.png	Mr	B-PAYMENTBILLINGNAME
Alandemel-02_page_1.png	Afolabi	I-PAYMENTBILLINGNAME
Alandemel-02_page_1.png	Olusola	I-PAYMENTBILLINGNAME
Alandemel-02_page_1.png	Babatunde	I-PAYMENTBILLINGNAME
Alandemel-02_page_1.png	C/o	O
Alandemel-02_page_1.png	Bromley	B-PAYMENTCOMPANYNAME
Alandemel-02_page_1.png	ADM	I-PAYMENTCOMPANYNAME
Alandemel-02_page_1.png	and	I-PAYMENTCOMPANYNAME
Alandemel-02_page_1.png	Alan	I-PAYMENTCOMPANYNAME
Alandemel-02_page_1.png	de	I-PAYMENTCOMPANYNAME
Alandemel-02_page_1.png	Maid	I-PAYMENTCOMPANYNAME
Alandemel-02_page_1.png	(Bromley)	I-PAYMENTCOMPANYNAME
Alandemel-02_page_1.png	|	O
Alandemel-02_page_1.png	19	B-PAYMENTBYERADDRESS
Alandemel-02_page_1.png	East	I-PAYMENTBYERADDRESS
Alandemel-02_page_1.png	"Street,"	I-PAYMENTBYERADDRESS
Alandemel-02_page_1.png	Bromley	I-PAYMENTBYERADDRESS
Alandemel-02_page_1.png	Kent	I-PAYMENTBYERADDRESS
Alandemel-02_page_1.png	BR1	I-PAYMENTBYERADDRESS
Alandemel-02_page_1.png	1QE	I-PAYMENTBYERADDRESS
Alandemel-02_page_1.png	_	O
Alandemel-02_page_1.png	PLEASE	O
Alandemel-02_page_1.png	EMAIL	O
Alandemel-02_page_1.png	7	O
Alandemel-02_page_1.png	SEND	O
Alandemel-02_page_1.png	ALL	O
Alandemel-02_page_1.png	INVOICES	O
Alandemel-02_page_1.png	TO	O
Alandemel-02_page_1.png	THE	O
Alandemel-02_page_1.png	OFFICE	O
Alandemel-02_page_1.png	ADDRESS	O
Alandemel-02_page_1.png	BELOW	O
Alandemel-02_page_1.png	OFFICE	O
Alandemel-02_page_1.png	ADDRESS:	O
Alandemel-02_page_1.png	19	O
Alandemel-02_page_1.png	East	O
Alandemel-02_page_1.png	"Street,"	O
Alandemel-02_page_1.png	"Bromley,"	O
Alandemel-02_page_1.png	"Kent,"	O
Alandemel-02_page_1.png	BR1	O
Alandemel-02_page_1.png	1QE	O
Alandemel-02_page_1.png	PHONE:	B-PAYMENTBYERPHONE
Alandemel-02_page_1.png	208	I-PAYMENTBYERPHONE
Alandemel-02_page_1.png	466	I-PAYMENTBYERPHONE
Alandemel-02_page_1.png	7172	I-PAYMENTBYERPHONE
Alandemel-02_page_1.png	FAX:	B-PAYMENTBYERFAX
Alandemel-02_page_1.png	208	I-PAYMENTBYERFAX
Alandemel-02_page_1.png	4666331	I-PAYMENTBYERFAX
Alandemel-02_page_1.png	E-MAIL	B-PAYMENTBYEREMAIL
Alandemel-02_page_1.png	:	I-PAYMENTBYEREMAIL
Alandemel-02_page_1.png	lettings@alandemaid.co.uk	I-PAYMENTBYEREMAIL
Alandemel-03_page_1.png	/‘Nian	O
Alandemel-03_page_1.png	cde	O
Alandemel-03_page_1.png	Miaic	O
Alandemel-03_page_1.png	 	O
Alandemel-03_page_1.png	WORKS	O
Alandemel-03_page_1.png	ORDER	O
Alandemel-03_page_1.png	To:	O
Alandemel-03_page_1.png	|	O
Alandemel-03_page_1.png	D&S	O
Alandemel-03_page_1.png	Appliances	O
Alandemel-03_page_1.png	|	O
Alandemel-03_page_1.png	Date:	B-ORDERDATE
Alandemel-03_page_1.png	2/10/2023	I-ORDERDATE
Alandemel-03_page_1.png	Mr	O
Alandemel-03_page_1.png	Stedeford	O
Alandemel-03_page_1.png	Order	B-PAYMENTPONUMBER
Alandemel-03_page_1.png	BROS-15219795	I-PAYMENTPONUMBER
Alandemel-03_page_1.png	136-137	O
Alandemel-03_page_1.png	High	O
Alandemel-03_page_1.png	Street	O
Alandemel-03_page_1.png	Ilfracombe	O
Alandemel-03_page_1.png	Ordered	O
Alandemel-03_page_1.png	By:	O
Alandemel-03_page_1.png	Jeri	O
Alandemel-03_page_1.png	Davison	O
Alandemel-03_page_1.png	(Bromley	O
Alandemel-03_page_1.png	PMC)	O
Alandemel-03_page_1.png	EX34	O
Alandemel-03_page_1.png	9EZ	O
Alandemel-03_page_1.png	Con.Fax:	O
Alandemel-03_page_1.png	Access:	O
Alandemel-03_page_1.png	tenant	O
Alandemel-03_page_1.png	asap	O
Alandemel-03_page_1.png	please	O
Alandemel-03_page_1.png	Key	O
Alandemel-03_page_1.png	|	O
Alandemel-03_page_1.png	|	O
Alandemel-03_page_1.png	Return	O
Alandemel-03_page_1.png	Keys	O
Alandemel-03_page_1.png	Please	B-FAULTDETAIL
Alandemel-03_page_1.png	execute	I-FAULTDETAIL
Alandemel-03_page_1.png	the	I-FAULTDETAIL
Alandemel-03_page_1.png	Minor	I-FAULTDETAIL
Alandemel-03_page_1.png	Repairs	I-FAULTDETAIL
Alandemel-03_page_1.png	At:	O
Alandemel-03_page_1.png	|	O
Alandemel-03_page_1.png	759356	O
Alandemel-03_page_1.png	|	O
Alandemel-03_page_1.png	Property	O
Alandemel-03_page_1.png	759356	O
Alandemel-03_page_1.png	2	O
Alandemel-03_page_1.png	Links	O
Alandemel-03_page_1.png	Way	O
Alandemel-03_page_1.png	Beckenham	O
Alandemel-03_page_1.png	BR3	O
Alandemel-03_page_1.png	3DQ	O
Alandemel-03_page_1.png	|	O
Alandemel-03_page_1.png	_	O
Alandemel-03_page_1.png	Contact:	O
Alandemel-03_page_1.png	Tel:	O
Alandemel-03_page_1.png	Contact:	O
Alandemel-03_page_1.png	Mr	B-SHIPPINGNAME
Alandemel-03_page_1.png	Osman	I-SHIPPINGNAME
Alandemel-03_page_1.png	Conteh-Wyckmans	I-SHIPPINGNAME
Alandemel-03_page_1.png	-7446009214	B-SHIPPINGPHONE
Alandemel-03_page_1.png	are	B-INSTRUCTIONNOTES
Alandemel-03_page_1.png	you	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	able	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	to	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	check	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	the	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	washing	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	liquid	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	compartment	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	of	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	the	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	washing	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	machine	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	as	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	the	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	tenants	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	cannot	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	access/open	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	this	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	compartment..	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	sorry	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	i	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	Know	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	this	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	is	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	minor	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	and	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	odd.	I-INSTRUCTIONNOTES
Alandemel-03_page_1.png	 	O
Alandemel-03_page_1.png	 	O
Alandemel-03_page_1.png	 	O
Alandemel-03_page_1.png	Stoptap	O
Alandemel-03_page_1.png	Please	O
Alandemel-03_page_1.png	contact	O
Alandemel-03_page_1.png	the	O
Alandemel-03_page_1.png	office	O
Alandemel-03_page_1.png	below	O
Alandemel-03_page_1.png	with	O
Alandemel-03_page_1.png	a	O
Alandemel-03_page_1.png	quotation	O
Alandemel-03_page_1.png	prior	O
Alandemel-03_page_1.png	to	O
Alandemel-03_page_1.png	carrying	O
Alandemel-03_page_1.png	out	O
Alandemel-03_page_1.png	any	O
Alandemel-03_page_1.png	works.	O
Alandemel-03_page_1.png	Required	O
Alandemel-03_page_1.png	By:	O
Alandemel-03_page_1.png	As	O
Alandemel-03_page_1.png	this	O
Alandemel-03_page_1.png	works	O
Alandemel-03_page_1.png	order	O
Alandemel-03_page_1.png	has	O
Alandemel-03_page_1.png	been	O
Alandemel-03_page_1.png	placed	O
Alandemel-03_page_1.png	on	O
Alandemel-03_page_1.png	behalf	O
Alandemel-03_page_1.png	of	O
Alandemel-03_page_1.png	the	O
Alandemel-03_page_1.png	"Landlord,"	O
Alandemel-03_page_1.png	your	O
Alandemel-03_page_1.png	invoice	O
Alandemel-03_page_1.png	MUST	O
Alandemel-03_page_1.png	be	O
Alandemel-03_page_1.png	addressed	O
Alandemel-03_page_1.png	directly	O
Alandemel-03_page_1.png	to	O
Alandemel-03_page_1.png	the	O
Alandemel-03_page_1.png	Landlord:	O
Alandemel-03_page_1.png	Mrs	B-PAYMENTBILLINGNAME
Alandemel-03_page_1.png	June	I-PAYMENTBILLINGNAME
Alandemel-03_page_1.png	Alison	I-PAYMENTBILLINGNAME
Alandemel-03_page_1.png	Davy	I-PAYMENTBILLINGNAME
Alandemel-03_page_1.png	C/o	O
Alandemel-03_page_1.png	Bromley	B-PAYMENTCOMPANYNAME
Alandemel-03_page_1.png	ADM	I-PAYMENTCOMPANYNAME
Alandemel-03_page_1.png	and	I-PAYMENTCOMPANYNAME
Alandemel-03_page_1.png	Alan	I-PAYMENTCOMPANYNAME
Alandemel-03_page_1.png	de	I-PAYMENTCOMPANYNAME
Alandemel-03_page_1.png	Maid	I-PAYMENTCOMPANYNAME
Alandemel-03_page_1.png	(Bromley)	I-PAYMENTCOMPANYNAME
Alandemel-03_page_1.png	|	O
Alandemel-03_page_1.png	19	B-PAYMENTBYERADDRESS
Alandemel-03_page_1.png	East	I-PAYMENTBYERADDRESS
Alandemel-03_page_1.png	"Street,"	I-PAYMENTBYERADDRESS
Alandemel-03_page_1.png	Bromley	I-PAYMENTBYERADDRESS
Alandemel-03_page_1.png	Kent	I-PAYMENTBYERADDRESS
Alandemel-03_page_1.png	BR1	I-PAYMENTBYERADDRESS
Alandemel-03_page_1.png	1QE	I-PAYMENTBYERADDRESS
Alandemel-03_page_1.png	_	O
Alandemel-03_page_1.png	PLEASE	O
Alandemel-03_page_1.png	EMAIL	O
Alandemel-03_page_1.png	7	O
Alandemel-03_page_1.png	SEND	O
Alandemel-03_page_1.png	ALL	O
Alandemel-03_page_1.png	INVOICES	O
Alandemel-03_page_1.png	TO	O
Alandemel-03_page_1.png	THE	O
Alandemel-03_page_1.png	OFFICE	O
Alandemel-03_page_1.png	ADDRESS	O
Alandemel-03_page_1.png	BELOW	O
Alandemel-03_page_1.png	OFFICE	O
Alandemel-03_page_1.png	ADDRESS:	O
Alandemel-03_page_1.png	19	O
Alandemel-03_page_1.png	East	O
Alandemel-03_page_1.png	"Street,"	O
Alandemel-03_page_1.png	"Bromley,"	O
Alandemel-03_page_1.png	"Kent,"	O
Alandemel-03_page_1.png	BR1	O
Alandemel-03_page_1.png	1QE	O
Alandemel-03_page_1.png	PHONE:	B-PAYMENTBYERPHONE
Alandemel-03_page_1.png	208	I-PAYMENTBYERPHONE
Alandemel-03_page_1.png	466	I-PAYMENTBYERPHONE
Alandemel-03_page_1.png	7172	I-PAYMENTBYERPHONE
Alandemel-03_page_1.png	FAX:	B-PAYMENTBYERFAX
Alandemel-03_page_1.png	208	I-PAYMENTBYERFAX
Alandemel-03_page_1.png	4666331	I-PAYMENTBYERFAX
Alandemel-03_page_1.png	E-MAIL	B-PAYMENTBYEREMAIL
Alandemel-03_page_1.png	:	I-PAYMENTBYEREMAIL
Alandemel-03_page_1.png	lettings@alandemaid.co.uk	I-PAYMENTBYEREMAIL
Alandemel-04_page_1.png	/‘Nian	O
Alandemel-04_page_1.png	cde	O
Alandemel-04_page_1.png	Miaic	O
Alandemel-04_page_1.png	 	O
Alandemel-04_page_1.png	WORKS	O
Alandemel-04_page_1.png	ORDER	O
Alandemel-04_page_1.png	To:	O
Alandemel-04_page_1.png	|	O
Alandemel-04_page_1.png	D&S	O
Alandemel-04_page_1.png	Appliances	O
Alandemel-04_page_1.png	|	O
Alandemel-04_page_1.png	Date:	B-ORDERDATE
Alandemel-04_page_1.png	12/10/2023	I-ORDERDATE
Alandemel-04_page_1.png	Mr	O
Alandemel-04_page_1.png	Stedeford	O
Alandemel-04_page_1.png	Order	B-PAYMENTPONUMBER
Alandemel-04_page_1.png	BROS-15259797	I-PAYMENTPONUMBER
Alandemel-04_page_1.png	136-137	O
Alandemel-04_page_1.png	High	O
Alandemel-04_page_1.png	Street	O
Alandemel-04_page_1.png	Ilfracombe	O
Alandemel-04_page_1.png	Ordered	O
Alandemel-04_page_1.png	By:	O
Alandemel-04_page_1.png	Jeri	O
Alandemel-04_page_1.png	Davison	O
